,Unnamed: 0,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,PER_norm,TS%_norm,USG%_norm,WS/48_norm,BPM_norm,VORP_norm,PerfScore
260,260,Aaron Holiday,27.0,HOU,PG,78.0,1.0,1269.0,11.5,0.578,0.52,0.151,1.9,8.5,5.2,15.4,1.6,0.4,10.6,16.7,1.3,1.2,2.5,0.094,-1.8,0.3,-1.5,0.2,none,-0.13217981747043658,0.30470420966810685,-0.1892926106173737,0.22651196443470506,0.09863431704266092,-0.19132439807596371,0.019508944163616468
261,261,Cedi Osman,28.0,SAS,SF,72.0,3.0,1269.0,11.2,0.601,0.576,0.135,2.1,13.3,7.7,13.0,1.3,0.7,10.4,15.1,1.0,0.9,1.9,0.071,-1.7,-0.3,-2.1,0.0,none,-0.17729692235005173,0.5131008801477568,-0.4458660202202963,0.018290933506554592,-0.012471005603094993,-0.3652556690541126,-0.07824963392887405
262,262,Gradey Dick,20.0,TOR,SG,60.0,17.0,1268.0,8.9,0.546,0.542,0.115,2.3,9.3,5.7,7.4,1.3,0.1,9.7,17.4,-0.1,0.4,0.3,0.01,-3.2,-2.2,-5.4,-1.1,none,-0.5231947264271003,0.014761015957290484,-0.07704174391609517,-0.5339474528681051,-0.6235502801547524,-1.3218776594339314,-0.5108084744737823
263,263,Naji Marshall,26.0,NOP,SF,66.0,1.0,1257.0,12.7,0.576,0.409,0.234,4.8,16.4,10.6,13.6,1.9,0.9,13.8,16.3,1.0,1.6,2.6,0.1,-1.3,0.5,-0.7,0.4,none,0.048288602048023495,0.2865827600611808,-0.25343596301810417,0.2808304942420487,0.24677474723700213,-0.017393127097814855,0.09860791891205602
264,264,Kris Dunn,29.0,UTA,PG,66.0,32.0,1249.0,12.8,0.546,0.355,0.102,4.4,12.2,8.3,27.1,2.6,2.0,19.5,13.6,1.1,0.9,2.0,0.076,-1.5,1.4,-0.1,0.6,none,0.06332763700789538,0.014761015957290484,-0.6864035917230363,0.06355637501267429,0.357880069882758,0.15653814388033396,-0.005056724997014035
265,265,Gordon Hayward,33.0,2TM,SF,51.0,28.0,1245.0,12.8,0.548,0.223,0.298,3.4,13.0,8.1,18.3,1.6,1.0,12.6,18.4,0.6,0.9,1.5,0.058,-1.6,-0.5,-2.1,0.0,none,0.06332763700789538,0.03288246556421657,0.0833166370857315,-0.09939921440935642,-0.012471005603094993,-0.3652556690541126,-0.04959985823478676
266,266,Gordon Hayward,33.0,CHO,SF,25.0,25.0,798.0,14.2,0.544,0.205,0.273,3.4,13.4,8.2,22.1,1.7,1.4,13.3,21.2,0.3,0.4,0.7,0.041,-1.2,-0.6,-1.8,0.0,none,0.2738741264460987,-0.0033604336496356013,0.5323201038908463,-0.2533017155301633,0.043081655719782966,-0.3652556690541126,0.03789301130380273
267,267,Gordon Hayward,33.0,OKC,SF,26.0,3.0,447.0,10.3,0.56,0.274,0.368,3.4,12.2,8.0,11.5,1.3,0.2,10.9,13.4,0.4,0.5,0.8,0.088,-2.4,-0.2,-2.6,-0.1,none,-0.31264823698889666,0.14161116320577308,-0.7184752679234016,0.17219343462736142,-0.10505877447455823,-0.45222130454318704,-0.2124331643494848
268,268,GG Jackson II,19.0,MEM,PF,48.0,18.0,1233.0,13.7,0.554,0.508,0.272,4.5,13.2,8.7,8.0,1.1,1.8,9.3,24.2,0.2,1.1,1.2,0.048,-0.2,-1.8,-2.0,0.0,none,0.19867895164674032,0.08724681438499482,1.0133952468963263,-0.18993009742159575,0.006046548171197672,-0.3652556690541126,0.12503029910392513
269,269,Aaron Wiggins,25.0,OKC,SG,78.0,4.0,1228.0,15.6,0.664,0.334,0.188,5.7,11.0,8.4,9.3,2.2,1.4,12.1,16.4,2.1,1.6,3.7,0.144,0.4,0.4,0.7,0.8,none,0.48442061588430235,1.0839265427659286,-0.2374001249179218,0.6791663794959015,0.5060205000770992,0.3304694148584829,0.47443388802729874
270,270,Larry Nance Jr.,31.0,NOP,C,61.0,0.0,1216.0,14.9,0.653,0.27,0.253,8.7,19.3,14.1,12.1,2.5,1.5,15.5,11.3,2.1,1.9,4.1,0.16,-0.2,2.2,2.0,1.2,none,0.37914737116520064,0.984258569927835,-1.0552278680272376,0.8240157923154845,0.7467486991429036,0.6783319568147805,0.4262124202231612
271,271,Duop Reath,27.0,POR,C,68.0,20.0,1214.0,15.1,0.571,0.491,0.186,8.1,15.4,11.5,8.9,1.3,2.8,8.8,20.7,1.4,1.0,2.4,0.095,-0.2,-0.7,-0.9,0.3,none,0.4092254410849439,0.24127913604386556,0.45214091338993295,0.235565052735929,0.20973963968841683,-0.10435876258688931,0.24059857005936647
272,272,Alec Burks,32.0,2TM,SG,66.0,1.0,1212.0,12.9,0.536,0.58,0.293,2.2,11.8,6.9,10.7,1.1,0.9,7.0,24.4,0.7,0.7,1.4,0.054,-0.3,-2.0,-2.3,-0.1,none,0.07836667196776702,-0.07584623207733994,1.0454669230966915,-0.1356115676142522,-0.04950611315168024,-0.45222130454318704,0.06844139627966651
273,273,Alec Burks,32.0,DET,SG,43.0,0.0,901.0,15.1,0.581,0.608,0.33,1.9,11.8,6.8,11.2,1.1,1.0,6.4,23.5,1.3,0.4,1.7,0.092,1.3,-1.7,-0.4,0.4,none,0.4092254410849439,0.33188638407849597,0.9011443801950477,0.2084057878322572,0.30232740855988005,-0.017393127097814855,0.35593271244213504
274,274,Alec Burks,32.0,NYK,SG,23.0,1.0,311.0,6.5,0.42,0.509,0.202,2.9,11.6,7.2,9.2,1.1,0.3,8.3,26.9,-0.6,0.3,-0.4,-0.055,-4.9,-3.0,-7.8,-0.5,none,-0.8841315654640207,-1.1268903092790523,1.446362875601258,-1.1223981924476607,-1.067971570737776,-0.8000838464994847,-0.5925187681377894
275,275,Kevon Looney,27.0,GSW,C,74.0,36.0,1195.0,15.1,0.62,0.004,0.356,13.1,24.6,18.9,14.1,1.1,2.2,15.6,11.3,2.5,1.6,4.0,0.162,-0.8,1.4,0.6,0.8,none,0.4092254410849439,0.6852546514135547,-1.0552278680272376,0.8421219689179325,0.48750294630280655,0.3304694148584829,0.28322442575841383
276,276,David Roddy,22.0,2TM,PF,65.0,13.0,1177.0,8.7,0.484,0.401,0.166,4.8,15.2,9.8,10.3,1.1,0.9,11.5,18.1,-0.9,1.0,0.1,0.004,-4.0,-1.0,-5.0,-0.9,none,-0.5532727963468438,-0.5470039218574182,0.035209122785183955,-0.5882659826754487,-0.5494800650575818,-1.1479463884557826,-0.5584600052679819
277,277,David Roddy,22.0,MEM,PF,48.0,13.0,1114.0,8.7,0.485,0.404,0.174,4.8,15.2,9.8,10.4,1.1,0.9,11.5,18.1,-0.9,1.0,0.1,0.005,-3.9,-1.0,-5.0,-0.8,none,-0.5532727963468438,-0.5379431970539551,0.035209122785183955,-0.5792128943742247,-0.5494800650575818,-1.0609807529667081,-0.5409467638356883
278,278,David Roddy,22.0,PHO,PF,17.0,0.0,63.0,7.9,0.469,0.348,0.043,3.8,15.4,9.9,8.8,1.6,0.0,11.3,18.2,-0.1,0.1,0.0,-0.006,-4.8,-1.0,-5.8,-0.1,none,-0.6735850760258171,-0.6829147939093638,0.05124496088536628,-0.678796865687688,-0.6976204952519229,-0.45222130454318704,-0.5223155957554354
279,279,Vasilije Micić,30.0,2TM,PG,60.0,21.0,1176.0,10.7,0.524,0.416,0.203,1.3,7.1,4.2,31.1,1.3,0.6,19.7,18.8,-0.1,0.4,0.4,0.015,-2.5,-2.2,-4.6,-0.8,none,-0.2524920971494101,-0.18457492971889647,0.1474599894864625,-0.48868201136198547,-0.47540984996041113,-1.0609807529667081,-0.3857799419451582
280,280,Vasilije Micić,30.0,OKC,PG,30.0,0.0,361.0,8.0,0.498,0.495,0.209,0.3,6.8,3.7,25.7,1.2,0.8,22.6,15.4,-0.1,0.3,0.2,0.021,-3.9,-1.4,-5.3,-0.3,none,-0.6585460410659455,-0.42015377460893555,-0.3977585059197482,-0.43436348155464183,-0.6050327263804597,-0.6261525755213359,-0.5236678508418444
281,281,Vasilije Micić,30.0,CHO,PG,30.0,21.0,815.0,11.9,0.532,0.391,0.201,1.7,7.3,4.4,33.5,1.3,0.5,18.7,20.3,0.1,0.1,0.2,0.012,-1.9,-2.5,-4.4,-0.5,none,-0.0720236776309498,-0.11208913129119212,0.3879975609892025,-0.5158412762656573,-0.438374742411826,-0.8000838464994847,-0.2584025188516512
282,282,Patrick Williams,22.0,CHI,PF,43.0,30.0,1174.0,11.0,0.553,0.412,0.184,4.3,11.7,7.9,7.7,1.7,2.9,12.8,16.6,0.1,1.0,1.2,0.048,-2.1,-0.1,-2.3,-0.1,none,-0.207374992269795,0.07818608958153178,-0.20532844871755604,-0.18993009742159575,-0.04950611315168024,-0.45222130454318704,-0.1710291444203804
283,283,John Konchar,27.0,MEM,SF,55.0,23.0,1173.0,11.4,0.537,0.577,0.12,6.5,18.0,12.0,13.0,2.1,4.1,17.4,9.7,0.5,1.7,2.2,0.091,-2.6,2.2,-0.4,0.5,none,-0.14721885243030822,-0.0667855072738769,-1.3118012776301604,0.19935269953103324,0.30232740855988005,0.06957250839125956,-0.1590921701420288
284,284,Drew Eubanks,26.0,PHO,C,75.0,6.0,1169.0,14.4,0.645,0.012,0.368,10.5,20.1,15.6,7.2,1.1,4.6,17.2,13.2,1.6,1.6,3.1,0.129,-2.0,0.8,-1.2,0.2,none,0.30395219636584225,0.9117727715001307,-0.750546944123767,0.5433700549775426,0.15418697836553888,-0.19132439807596371,0.161901776501554
285,285,Joe Ingles,36.0,ORL,SF,68.0,0.0,1169.0,10.6,0.612,0.709,0.15,1.8,12.6,7.1,23.0,1.8,0.4,21.7,11.6,1.1,1.5,2.6,0.108,-1.7,1.2,-0.5,0.5,none,-0.26753113210928176,0.6127688529858503,-1.0071203537266897,0.3532552006518401,0.2838098547855874,0.06957250839125956,0.007459155163094293
286,286,Anthony Black,20.0,ORL,PG,69.0,33.0,1164.0,8.4,0.56,0.381,0.324,3.3,10.8,7.0,10.6,1.5,1.7,16.6,12.7,0.1,1.5,1.6,0.067,-3.8,0.8,-3.0,-0.3,none,-0.5983899012264586,0.14161116320577308,-0.8307261346246804,-0.01792141969834104,-0.17912898957172882,-0.6261525755213359,-0.3517846429061286
287,287,Jordan Hawkins,21.0,NOP,SG,67.0,10.0,1160.0,10.2,0.533,0.654,0.175,2.8,11.3,7.1,8.2,0.8,0.6,7.5,19.9,0.3,1.0,1.3,0.053,-1.3,-1.7,-3.1,-0.3,none,-0.32768727194876857,-0.10302840648772907,0.32385420858847147,-0.14466465591547611,-0.1976465433460215,-0.6261525755213359,-0.17922087410514329
288,288,Trey Lyles,28.0,SAC,PF,58.0,0.0,1158.0,11.9,0.596,0.682,0.218,5.8,19.4,12.4,8.1,0.7,1.5,9.7,14.4,1.3,1.0,2.4,0.098,-0.4,-0.7,-1.1,0.3,none,-0.0720236776309498,0.4677972561304416,-0.5581168869215749,0.2627243176396008,0.1727045321398315,-0.10435876258688931,0.02812112979507665
289,289,Moses Moody,21.0,GSW,SG,66.0,9.0,1156.0,13.7,0.578,0.476,0.221,6.2,12.1,9.2,6.7,1.8,1.9,8.7,18.4,1.2,1.2,2.4,0.101,-0.2,0.1,-0.1,0.6,none,0.19867895164674032,0.30470420966810685,0.0833166370857315,0.2898835825432726,0.357880069882758,0.15653814388033396,0.23183359911782386
290,290,Jae Crowder,33.0,MIL,PF,50.0,25.0,1156.0,8.9,0.546,0.615,0.133,3.0,12.1,7.6,7.2,1.6,0.7,7.4,11.5,0.6,1.0,1.6,0.065,-2.6,0.0,-2.6,-0.2,none,-0.5231947264271003,0.014761015957290484,-1.0231561918268723,-0.03602759630078892,-0.10505877447455823,-0.5391869400322614,-0.36864386885071515
291,291,Trayce Jackson-Davis,23.0,GSW,PF,68.0,16.0,1130.0,21.6,0.692,0.003,0.398,13.1,19.4,16.3,10.4,1.2,6.1,11.2,16.4,3.2,1.6,4.8,0.205,1.5,1.2,2.8,1.4,none,1.3867627134766036,1.3376268372628928,-0.2374001249179218,1.2314047658705614,0.8948891293372448,0.8522632277929294,0.9109244248037184
292,292,Malcolm Brogdon,31.0,POR,PG,39.0,25.0,1121.0,17.0,0.56,0.401,0.234,2.6,12.8,7.4,30.9,1.2,0.6,9.9,23.0,2.0,0.6,2.6,0.111,2.7,-0.7,2.0,1.1,none,0.6949671053225059,0.14161116320577308,0.8209651896941343,0.3804144655555119,0.7467486991429036,0.5913663213257063,0.5626788240410893
293,293,Dean Wade,27.0,CLE,PF,54.0,32.0,1108.0,10.2,0.598,0.871,0.112,3.8,18.2,11.1,5.0,1.8,2.0,7.6,10.5,0.9,1.6,2.5,0.11,-1.7,1.8,0.1,0.6,none,-0.32768727194876857,0.4859187057373677,-1.1835145728286989,0.37136137725428797,0.3949151774313433,0.15653814388033396,-0.017078073412355763
294,294,Josh Richardson,30.0,MIA,SG,43.0,6.0,1103.0,11.4,0.573,0.548,0.156,1.8,10.7,6.2,13.9,1.1,1.2,8.9,16.5,0.9,1.2,2.1,0.093,-1.3,0.0,-1.3,0.2,none,-0.14721885243030822,0.25940058565079166,-0.22136428681773893,0.2174588761334811,0.1356694245912462,-0.19132439807596371,0.00877022484191802
295,295,Davion Mitchell,25.0,SAC,PG,72.0,4.0,1101.0,9.3,0.555,0.489,0.13,1.9,7.9,4.8,16.0,0.7,0.2,11.2,14.9,0.8,0.6,1.3,0.059,-2.4,-1.0,-3.4,-0.4,none,-0.4630385865876135,0.09630753918845787,-0.47793769642066153,-0.09034612610813254,-0.2531992046688994,-0.7131182110104104,-0.31688871426787657
296,296,Dario Šarić,29.0,GSW,C,64.0,9.0,1098.0,15.3,0.6,0.508,0.24,7.3,20.4,13.9,17.8,1.4,0.8,15.4,19.5,1.6,1.2,2.8,0.123,0.6,0.4,1.0,0.9,none,0.43930351100468745,0.5040401553442938,0.25971085618774103,0.489051525170199,0.5615731613999771,0.4174350503475573,0.44518570990907597
297,297,James Wiseman,22.0,DET,C,63.0,6.0,1091.0,14.8,0.637,0.007,0.334,11.0,23.5,17.2,7.3,0.5,3.1,15.9,16.3,1.3,0.8,2.1,0.094,-2.6,-0.9,-3.5,-0.4,none,0.364108336205329,0.8392869730724264,-0.25343596301810417,0.22651196443470506,-0.27171675844319204,-0.7131182110104104,0.0319393902067923
298,298,Dante Exum,28.0,DAL,PG,55.0,17.0,1088.0,13.7,0.645,0.358,0.225,2.5,12.4,7.5,19.3,1.0,0.4,12.9,15.0,2.1,0.8,2.9,0.127,-0.3,-0.3,-0.6,0.4,none,0.19867895164674032,0.9117727715001307,-0.4619018583204789,0.5252638783750948,0.26529230101129475,-0.017393127097814855,0.23695215285249446
299,299,Sam Merrill,27.0,CLE,SG,61.0,1.0,1069.0,13.1,0.598,0.901,0.071,2.3,10.2,6.3,14.1,0.9,0.3,4.5,17.5,1.9,0.9,2.8,0.125,1.3,-0.8,0.5,0.7,none,0.10844474188751027,0.4859187057373677,-0.06100590581591227,0.507157701772647,0.4689853925285139,0.24350377936940837,0.2921674025799225
300,300,Dennis Smith Jr.,26.0,BRK,PG,56.0,2.0,1059.0,13.4,0.508,0.322,0.172,5.0,12.1,8.5,27.3,3.2,1.0,15.8,17.7,0.5,1.3,1.8,0.08,-2.6,1.8,-0.8,0.3,none,0.15356184676712542,-0.32954652657430517,-0.02893422961554705,0.09976872821757005,0.22825719346270945,-0.10435876258688931,0.0031247082784439015
301,301,Shaedon Sharpe,20.0,POR,SG,32.0,25.0,1059.0,11.4,0.524,0.415,0.274,4.2,13.3,8.5,13.8,1.3,1.0,12.9,22.4,-0.2,0.6,0.5,0.022,-1.9,-0.9,-2.8,-0.2,none,-0.14721885243030822,-0.18457492971889647,0.7247501610930381,-0.42531039325341796,-0.1420938820231435,-0.5391869400322614,-0.1189391393941649
302,302,Jordan Goodwin,25.0,2TM,PG,57.0,12.0,1055.0,12.6,0.451,0.369,0.154,9.3,17.3,13.3,20.9,2.2,1.6,12.1,19.0,-0.2,1.4,1.2,0.054,-1.5,0.5,-1.0,0.3,none,0.03324956708815187,-0.8460078403716981,0.1795316656868277,-0.1356115676142522,0.19122208591412415,-0.10435876258688931,-0.11366247531395597
303,303,Jordan Goodwin,25.0,PHO,PG,40.0,0.0,558.0,12.5,0.481,0.415,0.15,8.5,14.8,11.8,18.7,2.0,1.4,12.4,18.2,0.2,0.6,0.8,0.072,-1.3,0.4,-0.9,0.2,none,0.018210532128280235,-0.5741860962678073,0.05124496088536628,0.02734402180777853,0.20973963968841683,-0.19132439807596371,-0.07649522330565485
304,304,Jordan Goodwin,25.0,MEM,PG,17.0,12.0,497.0,12.7,0.42,0.323,0.159,10.2,20.2,15.0,23.4,2.5,1.7,11.8,19.8,-0.3,0.7,0.4,0.035,-1.8,0.6,-1.2,0.1,none,0.048288602048023495,-1.1268903092790523,0.3078183704882892,-0.3076202453375068,0.15418697836553888,-0.2782900335650381,-0.20041777287995763
305,305,Marvin Bagley III,24.0,2TM,C,50.0,25.0,1053.0,19.4,0.629,0.056,0.309,13.1,19.2,16.1,8.1,0.9,2.6,11.3,21.0,2.0,0.7,2.7,0.122,1.0,-1.4,-0.4,0.4,none,1.055903944359426,0.766801174644722,0.5002484276904811,0.4799984368689751,0.30232740855988005,-0.017393127097814855,0.5146477108376116
306,306,Marvin Bagley III,24.0,DET,C,26.0,10.0,478.0,18.2,0.638,0.033,0.337,10.5,17.1,13.8,9.0,0.5,2.5,12.2,21.1,0.9,0.3,1.1,0.112,0.4,-1.6,-1.2,0.1,none,0.875435524840966,0.8483476978758894,0.516284265790664,0.3894675538567358,0.15418697836553888,-0.2782900335650381,0.41757199786079263
307,307,Marvin Bagley III,24.0,WAS,C,24.0,15.0,575.0,20.5,0.622,0.075,0.286,15.3,20.9,18.0,7.3,1.2,2.7,10.5,20.9,1.1,0.4,1.6,0.13,1.5,-1.2,0.3,0.3,none,1.2213333289180148,0.7033761010204808,0.48421258959029817,0.5524231432787666,0.43195028497992854,-0.10435876258688931,0.5481561142001
308,308,Torrey Craig,33.0,CHI,SF,53.0,14.0,1049.0,10.8,0.568,0.61,0.143,7.2,16.1,11.6,7.3,1.4,2.1,10.7,12.5,1.0,0.9,1.9,0.087,-1.8,-0.2,-2.0,0.0,none,-0.23745306218953827,0.2140969616334764,-0.8627978108250456,0.1631403463261375,0.006046548171197672,-0.3652556690541126,-0.18037044765631416
309,309,Jalen Smith,23.0,IND,C,61.0,14.0,1047.0,20.7,0.682,0.365,0.263,12.1,24.3,18.2,8.0,0.8,2.9,9.1,19.4,3.1,0.9,4.0,0.182,3.2,-0.8,2.4,1.2,none,1.251411398837758,1.2470195892282634,0.24367501808755818,1.0231837349424109,0.8208189142400742,0.6783319568147805,0.8774067686918076
310,310,Dalano Banton,24.0,2TM,PG,54.0,9.0,1047.0,13.3,0.504,0.398,0.24,4.2,15.2,9.5,19.4,1.6,1.7,12.2,25.7,-0.4,0.9,0.5,0.024,-0.7,-0.6,-1.3,0.2,none,0.1385228118072538,-0.3657894257881573,1.2539328183990663,-0.4072042166509701,0.1356694245912462,-0.19132439807596371,0.09396783571374588
311,311,Dalano Banton,24.0,BOS,PG,24.0,1.0,171.0,9.9,0.468,0.314,0.392,7.9,13.9,11.0,13.9,1.4,1.5,14.3,17.8,0.0,0.2,0.2,0.063,-4.7,0.6,-4.1,-0.1,none,-0.37280437682838347,-0.6919755187128264,-0.012898391515364154,-0.054133772903236795,-0.3828220810889479,-0.45222130454318704,-0.32780924093199093
312,312,Dalano Banton,24.0,POR,PG,30.0,8.0,876.0,14.0,0.508,0.408,0.223,3.5,15.5,9.1,20.5,1.6,1.8,12.0,27.2,-0.4,0.7,0.3,0.016,0.1,-0.9,-0.8,0.3,none,0.24379605652635547,-0.32954652657430517,1.4944703899018061,-0.47962892306076155,0.22825719346270945,-0.10435876258688931,0.17549823794481914
313,313,Ziaire Williams,22.0,MEM,SF,51.0,15.0,1038.0,9.3,0.511,0.5,0.198,3.5,15.9,9.5,11.1,1.7,0.8,13.8,19.7,-0.9,1.1,0.2,0.01,-4.0,-0.4,-4.5,-0.6,none,-0.4630385865876135,-0.302364352163916,0.29178253238810625,-0.5339474528681051,-0.45689229618611854,-0.8870494819885593,-0.39191827290103437
314,314,Jae'Sean Tate,28.0,HOU,SF,65.0,9.0,1031.0,9.3,0.538,0.336,0.17,6.3,14.3,10.2,8.2,2.0,1.3,13.1,11.7,0.4,1.3,1.8,0.082,-3.7,1.5,-2.3,-0.1,none,-0.4630385865876135,-0.057724782470413856,-0.991084515626507,0.11787490482001792,-0.04950611315168024,-0.45222130454318704,-0.31595006625989736
315,315,Kenrich Williams,29.0,OKC,PF,69.0,1.0,1029.0,11.9,0.568,0.504,0.05,6.9,15.4,11.3,11.4,1.8,0.8,10.1,13.4,1.1,1.3,2.5,0.115,-1.1,0.3,-0.8,0.3,none,-0.0720236776309498,0.2140969616334764,-0.7184752679234016,0.41662681876040764,0.22825719346270945,-0.10435876258688931,-0.00597945571410786
316,316,Jose Alvarado,25.0,NOP,PG,56.0,0.0,1028.0,12.5,0.54,0.6,0.151,2.7,11.0,6.9,15.3,2.8,1.4,9.8,17.3,0.6,1.5,2.1,0.097,-1.5,1.5,-0.1,0.5,6MOY-6,0.018210532128280235,-0.03960333286348777,-0.09307758201627749,0.2536712293383769,0.357880069882758,0.06957250839125956,0.09444223747681824
317,317,Quentin Grimes,23.0,2TM,SG,51.0,18.0,1025.0,8.9,0.516,0.732,0.137,1.6,9.3,5.5,8.7,1.7,0.6,7.5,15.8,0.3,1.0,1.3,0.06,-2.6,0.4,-2.2,-0.1,none,-0.5231947264271003,-0.2570607281466008,-0.3336151535190175,-0.08129303780690861,-0.030988559377387658,-0.45222130454318704,-0.279728918303367
318,318,Quentin Grimes,23.0,NYK,SG,45.0,18.0,910.0,9.5,0.543,0.741,0.119,1.7,9.2,5.4,7.8,1.7,0.3,6.5,15.3,0.7,0.9,1.5,0.081,-1.9,0.4,-1.5,0.1,none,-0.4329605166678702,-0.012421158453098644,-0.4137943440199308,0.10882181651879398,0.09863431704266092,-0.2782900335650381,-0.15500165319074716
319,319,Quentin Grimes,23.0,DET,SG,6.0,0.0,115.0,3.9,0.342,0.667,0.262,1.0,10.9,5.8,15.8,2.1,3.0,13.0,20.0,-0.4,0.1,-0.3,-0.109,-7.8,-0.4,-8.1,-0.2,none,-1.2751464744206844,-1.8336268439491687,0.3398900466886544,-1.6112649607137528,-1.1235242320606538,-0.5391869400322614,-1.0071432340813111
320,320,De'Anthony Melton,25.0,PHI,SG,38.0,33.0,1023.0,13.4,0.533,0.594,0.219,3.0,12.4,7.6,15.4,2.9,1.4,9.0,18.3,0.8,1.4,2.1,0.099,-0.7,1.2,0.5,0.7,none,0.15356184676712542,-0.10302840648772907,0.06728079898554917,0.2717774059408248,0.4689853925285139,0.24350377936940837,0.18368013618394877
321,321,Daniel Theis,31.0,2TM,C,60.0,3.0,1015.0,14.4,0.597,0.242,0.171,9.8,17.1,13.6,8.3,1.0,4.5,11.8,15.4,1.4,1.2,2.5,0.119,-1.7,0.1,-1.6,0.1,none,0.30395219636584225,0.47685798093390463,-0.3977585059197482,0.45283917196530327,0.08011676326836825,-0.2782900335650381,0.10628626217477201
322,322,Daniel Theis,31.0,IND,C,1.0,0.0,8.0,-6.9,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,-0.261,-13.2,-7.3,-20.5,0.0,none,-2.8993622500868264,-2.6672135258677683,0.5002484276904811,-2.9873343824997907,-3.4197009000729426,-0.3652556690541126,-1.9731030499818267
323,323,Daniel Theis,31.0,LAC,C,59.0,3.0,1007.0,14.5,0.601,0.242,0.173,9.9,17.2,13.7,8.3,1.0,4.6,11.9,15.4,1.4,1.2,2.6,0.122,-1.6,0.1,-1.5,0.1,none,0.3189912313257139,0.5131008801477568,-0.3977585059197482,0.4799984368689751,0.09863431704266092,-0.2782900335650381,0.12244605431672008
324,324,Lonnie Walker IV,25.0,BRK,SG,58.0,0.0,1011.0,13.1,0.545,0.551,0.12,1.4,12.7,6.9,11.5,1.6,1.8,9.0,24.4,-0.1,0.9,0.8,0.038,-0.4,-1.0,-1.4,0.2,none,0.10844474188751027,0.005700291153827442,1.0454669230966915,-0.28046098043383505,0.11715187081695358,-0.19132439807596371,0.134163074740864
325,325,Talen Horton-Tucker,23.0,UTA,PG,51.0,11.0,1009.0,13.4,0.503,0.391,0.234,2.3,10.8,6.6,25.5,2.2,1.7,11.2,24.0,0.3,0.5,0.8,0.039,-0.9,-0.4,-1.2,0.2,none,0.15356184676712542,-0.37485015059162036,0.981323570695961,-0.27140789213261113,0.15418697836553888,-0.19132439807596371,0.07524832583807169
326,326,Killian Hayes,22.0,DET,PG,42.0,31.0,1008.0,10.5,0.474,0.261,0.177,1.2,12.2,6.6,27.8,1.7,1.7,14.3,15.1,0.0,0.7,0.7,0.032,-2.9,0.2,-2.7,-0.2,none,-0.2825701670691534,-0.6376111698920486,-0.4458660202202963,-0.33477951024117863,-0.12357632824885091,-0.5391869400322614,-0.3939316892839648
327,327,Jevon Carter,28.0,CHI,PG,72.0,0.0,1004.0,8.5,0.485,0.641,0.019,1.2,5.6,3.3,12.9,1.8,1.6,8.9,17.7,-0.5,0.7,0.2,0.009,-3.3,-0.7,-4.0,-0.5,none,-0.583350866266587,-0.5379431970539551,-0.02893422961554705,-0.543000541169329,-0.3643045273146553,-0.8000838464994847,-0.4762695346532597
328,328,Luke Kennard,27.0,MEM,SG,39.0,22.0,999.0,13.1,0.641,0.756,0.143,1.2,11.6,6.2,20.8,1.0,0.2,13.9,16.7,1.4,0.7,2.1,0.099,0.6,-0.9,-0.3,0.4,none,0.10844474188751027,0.8755298722862785,-0.1892926106173737,0.2717774059408248,0.3208449623341727,-0.017393127097814855,0.22831854078893296
329,329,Garrison Mathews,27.0,ATL,SG,66.0,5.0,992.0,8.9,0.665,0.854,0.186,1.8,8.6,5.1,4.8,1.0,0.7,7.2,11.1,1.4,0.2,1.6,0.077,-2.1,-0.9,-3.0,-0.2,none,-0.5231947264271003,1.0929872675693915,-1.087299544227603,0.07260946331389823,-0.17912898957172882,-0.5391869400322614,-0.19386891156256728
330,330,Jaden Hardy,21.0,DAL,SG,73.0,7.0,989.0,11.2,0.517,0.468,0.159,2.2,12.2,7.2,15.7,1.1,0.4,10.8,24.9,-0.4,0.7,0.3,0.014,-2.0,-2.1,-4.1,-0.5,none,-0.17729692235005173,-0.24800000334313776,1.1256461135976048,-0.49773509966320945,-0.3828220810889479,-0.8000838464994847,-0.16338197322453782
331,331,Tre Mann,22.0,2TM,PG,41.0,28.0,987.0,13.7,0.559,0.399,0.187,2.2,15.0,8.5,24.1,2.5,0.3,16.0,18.2,0.4,0.8,1.2,0.058,-1.7,0.4,-1.3,0.2,none,0.19867895164674032,0.13255043840231004,0.05124496088536628,-0.09939921440935642,0.1356694245912462,-0.19132439807596371,0.037903360506723785
332,332,Tre Mann,22.0,OKC,PG,13.0,0.0,119.0,14.2,0.606,0.475,0.025,3.9,18.0,11.2,22.3,1.2,0.0,18.2,18.0,0.1,0.1,0.3,0.102,0.4,-0.2,0.1,0.1,none,0.2738741264460987,0.558404504165072,0.019173284685001065,0.29893667084449643,0.3949151774313433,-0.2782900335650381,0.21116895500116226
